,cell_type,sampleID,status
48101,Mast,RZ_P6,control
48102,LYVE_FOLR_Macrophages,RZ_P6,control
48103,healthy_CM,RZ_P6,control
48104,healthy_CM,RZ_P6,control
48105,Capillary_Endo,RZ_P6,control
48106,Arterial_Endo,RZ_P6,control
48107,healthy_CM,RZ_P6,control
48108,intermediate_CM,RZ_P6,control
48109,damaged_CM,RZ_P6,control
48110,Arterial_Endo,RZ_P6,control
48111,Pericyte_1,RZ_P6,control
48112,healthy_CM,RZ_P6,control
48113,Fib_0,RZ_P6,control
48114,Capillary_Endo,RZ_P6,control
48115,healthy_CM,RZ_P6,control
48116,Fib_0,RZ_P6,control
48117,healthy_CM,RZ_P6,control
48118,intermediate_CM,RZ_P6,control
48119,Myofib,RZ_P6,control
48120,intermediate_CM,RZ_P6,control
48121,Fib_0,RZ_P6,control
48122,healthy_CM,RZ_P6,control
48123,Pericyte_1,RZ_P6,control
48124,Fib_0,RZ_P6,control
48125,Venous_Endo,RZ_P6,control
48126,Myofib,RZ_P6,control
48127,healthy_CM,RZ_P6,control
48128,healthy_CM,RZ_P6,control
48129,healthy_CM,RZ_P6,control
48130,Capillary_Endo,RZ_P6,control
48131,intermediate_CM,RZ_P6,control
48132,Venous_Endo,RZ_P6,control
48133,Fib_SCARA5,RZ_P6,control
48134,Pericyte_1,RZ_P6,control
48135,intermediate_CM,RZ_P6,control
48136,Venous_Endo,RZ_P6,control
48137,Venous_Endo,RZ_P6,control
48138,Pericyte_1,RZ_P6,control
48139,Fib_SCARA5,RZ_P6,control
48140,Capillary_Endo,RZ_P6,control
48141,Pericyte_1,RZ_P6,control
48142,Endocardial_Endo,RZ_P6,control
48143,Capillary_Endo,RZ_P6,control
48144,Capillary_Endo,RZ_P6,control
48145,healthy_CM,RZ_P6,control
48146,damaged_CM,RZ_P6,control
48147,Fib_3,RZ_P6,control
48148,healthy_CM,RZ_P6,control
48149,intermediate_CM,RZ_P6,control
48150,damaged_CM,RZ_P6,control
48151,LYVE_FOLR_Macrophages,RZ_P6,control
48152,healthy_CM,RZ_P6,control
48153,Fib_0,RZ_P6,control
48154,LYVE_FOLR_Macrophages,RZ_P6,control
48155,intermediate_CM,RZ_P6,control
48156,Neuronal,RZ_P6,control
48157,Capillary_Endo,RZ_P6,control
48158,healthy_CM,RZ_P6,control
48159,healthy_CM,RZ_P6,control
48160,Fib_0,RZ_P6,control
48161,intermediate_CM,RZ_P6,control
48162,Neuronal,RZ_P6,control
48163,Fib_3,RZ_P6,control
48164,LYVE_FOLR_Macrophages,RZ_P6,control
48165,Myofib,RZ_P6,control
48166,Myofib,RZ_P6,control
48167,Pericyte_2,RZ_P6,control
48168,Capillary_Endo,RZ_P6,control
48169,intermediate_CM,RZ_P6,control
48170,Capillary_Endo,RZ_P6,control
48171,healthy_CM,RZ_P6,control
48172,Arterial_Endo,RZ_P6,control
48173,intermediate_CM,RZ_P6,control
48174,intermediate_CM,RZ_P6,control
48175,vCM_4,RZ_P6,control
48176,intermediate_CM,RZ_P6,control
48177,Pericyte_1,RZ_P6,control
48178,healthy_CM,RZ_P6,control
48179,Fib_SCARA5,RZ_P6,control
48180,healthy_CM,RZ_P6,control
48181,healthy_CM,RZ_P6,control
48182,Fib_SCARA5,RZ_P6,control
48183,Capillary_Endo,RZ_P6,control
48184,healthy_CM,RZ_P6,control
48185,Arterial_Endo,RZ_P6,control
48186,healthy_CM,RZ_P6,control
48187,Fib_0,RZ_P6,control
48188,intermediate_CM,RZ_P6,control
48189,Venous_Endo,RZ_P6,control
48190,Capillary_Endo,RZ_P6,control
48191,vCM_3,RZ_P6,control
48192,Venous_Endo,RZ_P6,control
48193,healthy_CM,RZ_P6,control
48194,intermediate_CM,RZ_P6,control
48195,LYVE_FOLR_Macrophages,RZ_P6,control
48196,healthy_CM,RZ_P6,control
48197,Pericyte_1,RZ_P6,control
48198,Venous_Endo,RZ_P6,control
48199,Fib_SCARA5,RZ_P6,control
48200,healthy_CM,RZ_P6,control
48201,Fib_SCARA5,RZ_P6,control
48202,healthy_CM,RZ_P6,control
48203,Capillary_Endo,RZ_P6,control
48204,Fib_0,RZ_P6,control
48205,Pericyte_1,RZ_P6,control
48206,healthy_CM,RZ_P6,control
48207,Fib_SCARA5,RZ_P6,control
48208,Capillary_Endo,RZ_P6,control
48209,LYVE_FOLR_Macrophages,RZ_P6,control
48210,prolif,RZ_P6,control
48211,Pericyte_1,RZ_P6,control
48212,Monocytes,RZ_P6,control
48213,Capillary_Endo,RZ_P6,control
48214,intermediate_CM,RZ_P6,control
48215,intermediate_CM,RZ_P6,control
48216,vCM_3,RZ_P6,control
48217,Fib_SCARA5,RZ_P6,control
48218,Monocytes,RZ_P6,control
48219,Fib_SCARA5,RZ_P6,control
48220,Myofib,RZ_P6,control
48221,damaged_CM,RZ_P6,control
48222,damaged_CM,RZ_P6,control
48223,Monocytes,RZ_P6,control
48224,healthy_CM,RZ_P6,control
48225,healthy_CM,RZ_P6,control
48226,LYVE_FOLR_Macrophages,RZ_P6,control
48227,intermediate_CM,RZ_P6,control
48228,healthy_CM,RZ_P6,control
48229,intermediate_CM,RZ_P6,control
48230,Fib_0,RZ_P6,control
48231,intermediate_CM,RZ_P6,control
48232,prolif,RZ_P6,control
48233,damaged_CM,RZ_P6,control
48234,Myofib,RZ_P6,control
48235,healthy_CM,RZ_P6,control
48236,intermediate_CM,RZ_P6,control
48237,damaged_CM,RZ_P6,control
48238,Capillary_Endo,RZ_P6,control
48239,Fib_SCARA5,RZ_P6,control
48240,Capillary_Endo,RZ_P6,control
48241,healthy_CM,RZ_P6,control
48242,Fib_SCARA5,RZ_P6,control
48243,healthy_CM,RZ_P6,control
48244,Myofib,RZ_P6,control
48245,intermediate_CM,RZ_P6,control
48246,intermediate_CM,RZ_P6,control
48247,Neuronal,RZ_P6,control
48248,Fib_SCARA5,RZ_P6,control
48249,Fib_0,RZ_P6,control
48250,LYVE_FOLR_Macrophages,RZ_P6,control
48251,Myofib,RZ_P6,control
48252,Myofib,RZ_P6,control
48253,Pericyte_1,RZ_P6,control
48254,Capillary_Endo,RZ_P6,control
48255,healthy_CM,RZ_P6,control
48256,healthy_CM,RZ_P6,control
48257,Neuronal,RZ_P6,control
48258,vCM_3,RZ_P6,control
48259,Pericyte_1,RZ_P6,control
48260,healthy_CM,RZ_P6,control
48261,Fib_0,RZ_P6,control
48262,intermediate_CM,RZ_P6,control
48263,intermediate_CM,RZ_P6,control
48264,Capillary_Endo,RZ_P6,control
48265,Myofib,RZ_P6,control
48266,Myofib,RZ_P6,control
48267,Arterial_Endo,RZ_P6,control
48268,intermediate_CM,RZ_P6,control
48269,healthy_CM,RZ_P6,control
48270,healthy_CM,RZ_P6,control
48271,intermediate_CM,RZ_P6,control
48272,Myofib,RZ_P6,control
48273,damaged_CM,RZ_P6,control
48274,intermediate_CM,RZ_P6,control
48275,Myofib,RZ_P6,control
48276,Fib_0,RZ_P6,control
48277,Mast,RZ_P6,control
48278,Capillary_Endo,RZ_P6,control
48279,Capillary_Endo,RZ_P6,control
48280,intermediate_CM,RZ_P6,control
48281,Fib_0,RZ_P6,control
48282,Fib_0,RZ_P6,control
48283,Fib_3,RZ_P6,control
48284,damaged_CM,RZ_P6,control
48285,healthy_CM,RZ_P6,control
48286,prolif,RZ_P6,control
48287,Myofib,RZ_P6,control
48288,Fib_0,RZ_P6,control
48289,LYVE_FOLR_Macrophages,RZ_P6,control
48290,Fib_3,RZ_P6,control
48291,Fib_0,RZ_P6,control
48292,healthy_CM,RZ_P6,control
48293,intermediate_CM,RZ_P6,control
48294,healthy_CM,RZ_P6,control
48295,healthy_CM,RZ_P6,control
48296,Venous_Endo,RZ_P6,control
48297,Venous_Endo,RZ_P6,control
48298,LYVE_PLTP_Macrophages,RZ_P6,control
48299,Fib_3,RZ_P6,control
48300,healthy_CM,RZ_P6,control
48301,damaged_CM,RZ_P6,control
48302,intermediate_CM,RZ_P6,control
48303,Fib_0,RZ_P6,control
48304,Capillary_Endo,RZ_P6,control
48305,Arterial_Endo,RZ_P6,control
48306,Myofib,RZ_P6,control
48307,Fib_0,RZ_P6,control
48308,vCM_3,RZ_P6,control
48309,healthy_CM,RZ_P6,control
48310,healthy_CM,RZ_P6,control
48311,healthy_CM,RZ_P6,control
48312,intermediate_CM,RZ_P6,control
48313,LYVE_FOLR_Macrophages,RZ_P6,control
48314,LYVE_FOLR_Macrophages,RZ_P6,control
48315,Pericyte_1,RZ_P6,control
48316,healthy_CM,RZ_P6,control
48317,Fib_SCARA5,RZ_P6,control
48318,damaged_CM,RZ_P6,control
48319,healthy_CM,RZ_P6,control
48320,Capillary_Endo,RZ_P6,control
48321,healthy_CM,RZ_P6,control
48322,healthy_CM,RZ_P6,control
48323,Fib_SCARA5,RZ_P6,control
48324,Myofib,RZ_P6,control
48325,intermediate_CM,RZ_P6,control
48326,healthy_CM,RZ_P6,control
48327,intermediate_CM,RZ_P6,control
48328,intermediate_CM,RZ_P6,control
48329,healthy_CM,RZ_P6,control
48330,Arterial_Endo,RZ_P6,control
48331,Fib_0,RZ_P6,control
48332,Arterial_Endo,RZ_P6,control
48333,Capillary_Endo,RZ_P6,control
48334,Fib_0,RZ_P6,control
48335,Pericyte_1,RZ_P6,control
48336,damaged_CM,RZ_P6,control
48337,Endocardial_Endo,RZ_P6,control
48338,Lymphatic_Endo,RZ_P6,control
48339,Venous_Endo,RZ_P6,control
48340,healthy_CM,RZ_P6,control
48341,healthy_CM,RZ_P6,control
48342,Myofib,RZ_P6,control
48343,Fib_SCARA5,RZ_P6,control
48344,Pericyte_1,RZ_P6,control
48345,Capillary_Endo,RZ_P6,control
48346,Fib_SCARA5,RZ_P6,control
48347,intermediate_CM,RZ_P6,control
48348,Myofib,RZ_P6,control
48349,Fib_SCARA5,RZ_P6,control
48350,damaged_CM,RZ_P6,control
48351,Fib_SCARA5,RZ_P6,control
48352,Fib_SCARA5,RZ_P6,control
48353,healthy_CM,RZ_P6,control
48354,Fib_3,RZ_P6,control
48355,Pericyte_1,RZ_P6,control
48356,Fib_0,RZ_P6,control
48357,healthy_CM,RZ_P6,control
48358,intermediate_CM,RZ_P6,control
48359,Venous_Endo,RZ_P6,control
48360,intermediate_CM,RZ_P6,control
48361,Fib_SCARA5,RZ_P6,control
48362,Pericyte_1,RZ_P6,control
48363,healthy_CM,RZ_P6,control
48364,Pericyte_2,RZ_P6,control
48365,intermediate_CM,RZ_P6,control
48366,Fib_3,RZ_P6,control
48367,Fib_SCARA5,RZ_P6,control
48368,Myofib,RZ_P6,control
48369,Myofib,RZ_P6,control
48370,Arterial_Endo,RZ_P6,control
48371,Fib_0,RZ_P6,control
48372,Fib_SCARA5,RZ_P6,control
48373,intermediate_CM,RZ_P6,control
48374,healthy_CM,RZ_P6,control
48375,healthy_CM,RZ_P6,control
48376,Fib_0,RZ_P6,control
48377,Pericyte_1,RZ_P6,control
48378,damaged_CM,RZ_P6,control
48379,Pericyte_1,RZ_P6,control
48380,healthy_CM,RZ_P6,control
48381,intermediate_CM,RZ_P6,control
48382,Monocytes,RZ_P6,control
48383,Myofib,RZ_P6,control
48384,healthy_CM,RZ_P6,control
48385,vCM_3,RZ_P6,control
48386,intermediate_CM,RZ_P6,control
48387,LYVE_PLTP_Macrophages,RZ_P6,control
48388,healthy_CM,RZ_P6,control
48389,healthy_CM,RZ_P6,control
48390,healthy_CM,RZ_P6,control
48391,Myofib,RZ_P6,control
48392,Venous_Endo,RZ_P6,control
48393,Pericyte_1,RZ_P6,control
48394,intermediate_CM,RZ_P6,control
48395,Capillary_Endo,RZ_P6,control
48396,healthy_CM,RZ_P6,control
48397,intermediate_CM,RZ_P6,control
48398,damaged_CM,RZ_P6,control
48399,intermediate_CM,RZ_P6,control
48400,Capillary_Endo,RZ_P6,control
48401,Pericyte_1,RZ_P6,control
48402,Fib_SCARA5,RZ_P6,control
48403,healthy_CM,RZ_P6,control
48404,intermediate_CM,RZ_P6,control
48405,Purkinje_fibers,RZ_P6,control
48406,Fib_0,RZ_P6,control
48407,Fib_0,RZ_P6,control
48408,Myofib,RZ_P6,control
48409,Arterial_Endo,RZ_P6,control
48410,healthy_CM,RZ_P6,control
48411,intermediate_CM,RZ_P6,control
48412,vSMCs_2,RZ_P6,control
48413,Venous_Endo,RZ_P6,control
48414,CD4,RZ_P6,control
48415,healthy_CM,RZ_P6,control
48416,Pericyte_1,RZ_P6,control
48417,Capillary_Endo,RZ_P6,control
48418,LYVE_FOLR_Macrophages,RZ_P6,control
48419,Pericyte_2,RZ_P6,control
48420,Fib_0,RZ_P6,control
48421,Venous_Endo,RZ_P6,control
48422,Fib_0,RZ_P6,control
48423,Fib_SCARA5,RZ_P6,control
48424,Capillary_Endo,RZ_P6,control
48425,CD8,RZ_P6,control
48426,healthy_CM,RZ_P6,control
48427,healthy_CM,RZ_P6,control
48428,Myofib,RZ_P6,control
48429,Venous_Endo,RZ_P6,control
48430,Myofib,RZ_P6,control
48431,intermediate_CM,RZ_P6,control
48432,intermediate_CM,RZ_P6,control
48433,Neuronal,RZ_P6,control
48434,Venous_Endo,RZ_P6,control
48435,healthy_CM,RZ_P6,control
48436,Pericyte_1,RZ_P6,control
48437,damaged_CM,RZ_P6,control
48438,Endocardial_Endo,RZ_P6,control
48439,Myofib,RZ_P6,control
48440,Myofib,RZ_P6,control
48441,LYVE_PLTP_Macrophages,RZ_P6,control
48442,LYVE_FOLR_Macrophages,RZ_P6,control
48443,Capillary_Endo,RZ_P6,control
48444,Pericyte_1,RZ_P6,control
48445,LYVE_FOLR_Macrophages,RZ_P6,control
48446,damaged_CM,RZ_P6,control
48447,Venous_Endo,RZ_P6,control
48448,Myofib,RZ_P6,control
48449,intermediate_CM,RZ_P6,control
48450,intermediate_CM,RZ_P6,control
48451,healthy_CM,RZ_P6,control
48452,Endocardial_Endo,RZ_P6,control
48453,damaged_CM,RZ_P6,control
48454,Fib_0,RZ_P6,control
48455,Fib_3,RZ_P6,control
48456,Pericyte_1,RZ_P6,control
48457,Fib_0,RZ_P6,control
48458,damaged_CM,RZ_P6,control
48459,Fib_0,RZ_P6,control
48460,healthy_CM,RZ_P6,control
48461,intermediate_CM,RZ_P6,control
48462,Pericyte_1,RZ_P6,control
48463,Myofib,RZ_P6,control
48464,Pericyte_1,RZ_P6,control
48465,Fib_0,RZ_P6,control
48466,healthy_CM,RZ_P6,control
48467,intermediate_CM,RZ_P6,control
48468,LYVE_FOLR_Macrophages,RZ_P6,control
48469,intermediate_CM,RZ_P6,control
48470,Fib_SCARA5,RZ_P6,control
48471,healthy_CM,RZ_P6,control
48472,Pericyte_1,RZ_P6,control
48473,intermediate_CM,RZ_P6,control
48474,healthy_CM,RZ_P6,control
48475,healthy_CM,RZ_P6,control
48476,Myofib,RZ_P6,control
48477,Mast,RZ_P6,control
48478,Capillary_Endo,RZ_P6,control
48479,Capillary_Endo,RZ_P6,control
48480,damaged_CM,RZ_P6,control
48481,Capillary_Endo,RZ_P6,control
48482,Fib_0,RZ_P6,control
48483,Neuronal,RZ_P6,control
48484,Capillary_Endo,RZ_P6,control
48485,Fib_SCARA5,RZ_P6,control
48486,healthy_CM,RZ_P6,control
48487,Myofib,RZ_P6,control
48488,Fib_SCARA5,RZ_P6,control
48489,Capillary_Endo,RZ_P6,control
48490,LYVE_FOLR_Macrophages,RZ_P6,control
48491,healthy_CM,RZ_P6,control
48492,Venous_Endo,RZ_P6,control
48493,Pericyte_1,RZ_P6,control
48494,Fib_0,RZ_P6,control
48495,healthy_CM,RZ_P6,control
48496,Pericyte_1,RZ_P6,control
48497,intermediate_CM,RZ_P6,control
48498,healthy_CM,RZ_P6,control
48499,vSMCs_1,RZ_P6,control
48500,Fib_SCARA5,RZ_P6,control
48501,intermediate_CM,RZ_P6,control
48502,Fib_SCARA5,RZ_P6,control
48503,Pericyte_1,RZ_P6,control
48504,Pericyte_1,RZ_P6,control
48505,Neuronal,RZ_P6,control
48506,intermediate_CM,RZ_P6,control
48507,Capillary_Endo,RZ_P6,control
48508,Fib_0,RZ_P6,control
48509,Fib_SCARA5,RZ_P6,control
48510,intermediate_CM,RZ_P6,control
48511,Fib_0,RZ_P6,control
48512,Myofib,RZ_P6,control
48513,Fib_SCARA5,RZ_P6,control
48514,Fib_SCARA5,RZ_P6,control
48515,Neuronal,RZ_P6,control
48516,Fib_0,control_P7,control
48517,Pericyte_1,control_P7,control
48518,intermediate_CM,control_P7,control
48519,damaged_CM,control_P7,control
48520,healthy_CM,control_P7,control
48521,intermediate_CM,control_P7,control
48522,healthy_CM,control_P7,control
48523,Capillary_Endo,control_P7,control
48524,healthy_CM,control_P7,control
48525,intermediate_CM,control_P7,control
48526,damaged_CM,control_P7,control
48527,healthy_CM,control_P7,control
48528,intermediate_CM,control_P7,control
48529,healthy_CM,control_P7,control
48530,intermediate_CM,control_P7,control
48531,Fib_SCARA5,control_P7,control
48532,intermediate_CM,control_P7,control
48533,healthy_CM,control_P7,control
48534,intermediate_CM,control_P7,control
48535,Neuronal,control_P7,control
48536,healthy_CM,control_P7,control
48537,healthy_CM,control_P7,control
48538,intermediate_CM,control_P7,control
48539,damaged_CM,control_P7,control
48540,healthy_CM,control_P7,control
48541,damaged_CM,control_P7,control
48542,healthy_CM,control_P7,control
48543,intermediate_CM,control_P7,control
48544,intermediate_CM,control_P7,control
48545,healthy_CM,control_P7,control
48546,intermediate_CM,control_P7,control
48547,Endocardial_Endo,control_P7,control
48548,Myofib,control_P7,control
48549,Pericyte_1,control_P7,control
48550,healthy_CM,control_P7,control
48551,healthy_CM,control_P7,control
48552,healthy_CM,control_P7,control
48553,damaged_CM,control_P7,control
48554,Capillary_Endo,control_P7,control
48555,healthy_CM,control_P7,control
48556,intermediate_CM,control_P7,control
48557,healthy_CM,control_P7,control
48558,healthy_CM,control_P7,control
48559,Myofib,control_P7,control
48560,intermediate_CM,control_P7,control
48561,healthy_CM,control_P7,control
48562,Fib_0,control_P7,control
48563,healthy_CM,control_P7,control
48564,Fib_SCARA5,control_P7,control
48565,healthy_CM,control_P7,control
48566,Capillary_Endo,control_P7,control
48567,healthy_CM,control_P7,control
48568,healthy_CM,control_P7,control
48569,Fib_0,control_P7,control
48570,healthy_CM,control_P7,control
48571,Monocytes,control_P7,control
48572,CD4,control_P7,control
48573,healthy_CM,control_P7,control
48574,Arterial_Endo,control_P7,control
48575,Fib_SCARA5,control_P7,control
48576,Fib_3,control_P7,control
48577,healthy_CM,control_P7,control
48578,intermediate_CM,control_P7,control
48579,vSMCs_2,control_P7,control
48580,intermediate_CM,control_P7,control
48581,healthy_CM,control_P7,control
48582,healthy_CM,control_P7,control
48583,damaged_CM,control_P7,control
48584,Neuronal,control_P7,control
48585,Venous_Endo,control_P7,control
48586,healthy_CM,control_P7,control
48587,intermediate_CM,control_P7,control
48588,damaged_CM,control_P7,control
48589,Fib_0,control_P7,control
48590,intermediate_CM,control_P7,control
48591,healthy_CM,control_P7,control
48592,intermediate_CM,control_P7,control
48593,healthy_CM,control_P7,control
48594,Capillary_Endo,control_P7,control
48595,damaged_CM,control_P7,control
48596,Capillary_Endo,control_P7,control
48597,Mast,control_P7,control
48598,healthy_CM,control_P7,control
48599,Myofib,control_P7,control
48600,Fib_0,control_P7,control
48601,intermediate_CM,control_P7,control
48602,healthy_CM,control_P7,control
48603,intermediate_CM,control_P7,control
48604,Fib_0,control_P7,control
48605,Lymphatic_Endo,control_P7,control
48606,Pericyte_1,control_P7,control
48607,healthy_CM,control_P7,control
48608,Pericyte_2,control_P7,control
48609,Arterial_Endo,control_P7,control
48610,Fib_0,control_P7,control
48611,intermediate_CM,control_P7,control
48612,healthy_CM,control_P7,control
48613,Capillary_Endo,control_P7,control
48614,Myofib,control_P7,control
48615,healthy_CM,control_P7,control
48616,Fib_0,control_P7,control
48617,intermediate_CM,control_P7,control
48618,Fib_3,control_P7,control
48619,Pericyte_1,control_P7,control
48620,healthy_CM,control_P7,control
48621,healthy_CM,control_P7,control
48622,healthy_CM,control_P7,control
48623,vSMCs_1,control_P7,control
48624,intermediate_CM,control_P7,control
48625,healthy_CM,control_P7,control
48626,Capillary_Endo,control_P7,control
48627,healthy_CM,control_P7,control
48628,healthy_CM,control_P7,control
48629,Mast,control_P7,control
48630,Capillary_Endo,control_P7,control
48631,healthy_CM,control_P7,control
48632,damaged_CM,control_P7,control
48633,intermediate_CM,control_P7,control
48634,intermediate_CM,control_P7,control
48635,healthy_CM,control_P7,control
48636,Myofib,control_P7,control
48637,Pericyte_1,control_P7,control
48638,healthy_CM,control_P7,control
48639,healthy_CM,control_P7,control
48640,Fib_3,control_P7,control
48641,healthy_CM,control_P7,control
48642,vCM_4,control_P7,control
48643,intermediate_CM,control_P7,control
48644,healthy_CM,control_P7,control
48645,healthy_CM,control_P7,control
48646,vSMCs_1,control_P7,control
48647,healthy_CM,control_P7,control
48648,damaged_CM,control_P7,control
48649,healthy_CM,control_P7,control
48650,healthy_CM,control_P7,control
48651,Capillary_Endo,control_P7,control
48652,damaged_CM,control_P7,control
48653,Myofib,control_P7,control
48654,healthy_CM,control_P7,control
48655,Capillary_Endo,control_P7,control
48656,intermediate_CM,control_P7,control
48657,healthy_CM,control_P7,control
48658,Myofib,control_P7,control
48659,vCM_3,control_P7,control
48660,intermediate_CM,control_P7,control
48661,Capillary_Endo,control_P7,control
48662,intermediate_CM,control_P7,control
48663,Fib_0,control_P7,control
48664,healthy_CM,control_P7,control
48665,healthy_CM,control_P7,control
48666,damaged_CM,control_P7,control
48667,Fib_0,control_P7,control
48668,Capillary_Endo,control_P7,control
48669,Fib_0,control_P7,control
48670,healthy_CM,control_P7,control
48671,intermediate_CM,control_P7,control
48672,Fib_0,control_P7,control
48673,healthy_CM,control_P7,control
48674,LYVE_FOLR_Macrophages,control_P7,control
48675,healthy_CM,control_P7,control
48676,intermediate_CM,control_P7,control
48677,intermediate_CM,control_P7,control
48678,damaged_CM,control_P7,control
48679,Capillary_Endo,control_P7,control
48680,healthy_CM,control_P7,control
48681,SPP1_Macrophages,control_P7,control
48682,intermediate_CM,control_P7,control
48683,intermediate_CM,control_P7,control
48684,healthy_CM,control_P7,control
48685,healthy_CM,control_P7,control
48686,vCM_4,control_P7,control
48687,Capillary_Endo,control_P7,control
48688,Pericyte_1,control_P7,control
48689,vCM_3,control_P7,control
48690,healthy_CM,control_P7,control
48691,healthy_CM,control_P7,control
48692,Lymphatic_Endo,control_P7,control
48693,damaged_CM,control_P7,control
48694,vCM_3,control_P7,control
48695,Capillary_Endo,control_P7,control
48696,intermediate_CM,control_P7,control
48697,healthy_CM,control_P7,control
48698,healthy_CM,control_P7,control
48699,intermediate_CM,control_P7,control
48700,Fib_0,control_P7,control
48701,intermediate_CM,control_P7,control
48702,Capillary_Endo,control_P7,control
48703,healthy_CM,control_P7,control
48704,intermediate_CM,control_P7,control
48705,Pericyte_1,control_P7,control
48706,intermediate_CM,control_P7,control
48707,SPP1_Macrophages,control_P7,control
48708,Fib_0,control_P7,control
48709,healthy_CM,control_P7,control
48710,Pericyte_2,control_P7,control
48711,healthy_CM,control_P7,control
48712,damaged_CM,control_P7,control
48713,intermediate_CM,control_P7,control
48714,Fib_0,control_P7,control
48715,Fib_0,control_P7,control
48716,Capillary_Endo,control_P7,control
48717,intermediate_CM,control_P7,control
48718,healthy_CM,control_P7,control
48719,Endocardial_Endo,control_P7,control
48720,vCM_3,control_P7,control
48721,healthy_CM,control_P7,control
48722,CD8,control_P7,control
48723,healthy_CM,control_P7,control
48724,Capillary_Endo,control_P7,control
48725,healthy_CM,control_P7,control
48726,healthy_CM,control_P7,control
48727,Pericyte_1,control_P7,control
48728,healthy_CM,control_P7,control
48729,Fib_SCARA5,control_P7,control
48730,intermediate_CM,control_P7,control
48731,intermediate_CM,control_P7,control
48732,healthy_CM,control_P7,control
48733,healthy_CM,control_P7,control
48734,healthy_CM,control_P7,control
48735,Fib_3,control_P7,control
48736,Myofib,control_P7,control
48737,LYVE_PLTP_Macrophages,control_P7,control
48738,vSMCs_1,control_P7,control
48739,intermediate_CM,control_P7,control
48740,Pericyte_1,control_P7,control
48741,Capillary_Endo,control_P7,control
48742,healthy_CM,control_P7,control
48743,healthy_CM,control_P7,control
48744,Monocytes,control_P7,control
48745,healthy_CM,control_P7,control
48746,healthy_CM,control_P7,control
48747,healthy_CM,control_P7,control
48748,healthy_CM,control_P7,control
48749,Neuronal,control_P7,control
48750,intermediate_CM,control_P7,control
48751,damaged_CM,control_P7,control
48752,damaged_CM,control_P7,control
48753,Pericyte_1,control_P7,control
48754,Fib_0,control_P7,control
48755,healthy_CM,control_P7,control
48756,Capillary_Endo,control_P7,control
48757,Fib_SCARA5,control_P7,control
48758,Myofib,control_P7,control
48759,intermediate_CM,control_P7,control
48760,Fib_0,control_P7,control
48761,LYVE_PLTP_Macrophages,control_P7,control
48762,damaged_CM,control_P7,control
48763,intermediate_CM,control_P7,control
48764,healthy_CM,control_P7,control
48765,Lymphatic_Endo,control_P7,control
48766,damaged_CM,control_P7,control
48767,intermediate_CM,control_P7,control
48768,vCM_4,control_P7,control
48769,Myofib,control_P7,control
48770,Fib_0,control_P7,control
48771,healthy_CM,control_P7,control
48772,Fib_0,control_P7,control
48773,Myofib,control_P7,control
48774,perivascular_fibroblasts,control_P7,control
48775,healthy_CM,control_P7,control
48776,healthy_CM,control_P7,control
48777,Arterial_Endo,control_P7,control
48778,Pericyte_1,control_P7,control
48779,Myofib,control_P7,control
48780,Arterial_Endo,control_P7,control
48781,intermediate_CM,control_P7,control
48782,intermediate_CM,control_P7,control
48783,healthy_CM,control_P7,control
48784,healthy_CM,control_P7,control
48785,healthy_CM,control_P7,control
48786,Myofib,control_P7,control
48787,healthy_CM,control_P7,control
48788,Fib_0,control_P7,control
48789,damaged_CM,control_P7,control
48790,Pericyte_2,control_P7,control
48791,healthy_CM,control_P7,control
48792,intermediate_CM,control_P7,control
48793,healthy_CM,control_P7,control
48794,intermediate_CM,control_P7,control
48795,damaged_CM,control_P7,control
48796,Fib_0,control_P7,control
48797,damaged_CM,control_P7,control
48798,Fib_SCARA5,control_P7,control
48799,healthy_CM,control_P7,control
48800,healthy_CM,control_P7,control
48801,damaged_CM,control_P7,control
48802,Pericyte_1,control_P7,control
48803,vCM_3,control_P7,control
48804,damaged_CM,control_P7,control
48805,CCL18_Macrophages,control_P7,control
48806,intermediate_CM,control_P7,control
48807,healthy_CM,control_P7,control
48808,Fib_0,control_P7,control
48809,healthy_CM,control_P7,control
48810,healthy_CM,control_P7,control
48811,healthy_CM,control_P7,control
48812,Fib_SCARA5,control_P7,control
48813,damaged_CM,control_P7,control
48814,intermediate_CM,control_P7,control
48815,healthy_CM,control_P7,control
48816,intermediate_CM,control_P7,control
48817,vSMCs_1,control_P7,control
48818,intermediate_CM,control_P7,control
48819,intermediate_CM,control_P7,control
48820,SPP1_Macrophages,control_P7,control
48821,Capillary_Endo,control_P7,control
48822,vCM_4,control_P7,control
48823,vSMCs_1,control_P7,control
48824,healthy_CM,control_P7,control
48825,intermediate_CM,control_P7,control
48826,intermediate_CM,control_P7,control
48827,Myofib,control_P7,control
48828,healthy_CM,control_P7,control
48829,intermediate_CM,control_P7,control
48830,healthy_CM,control_P7,control
48831,Fib_3,control_P7,control
48832,healthy_CM,control_P7,control
48833,Fib_0,control_P7,control
48834,Monocytes,control_P7,control
48835,intermediate_CM,control_P7,control
48836,intermediate_CM,control_P7,control
48837,intermediate_CM,control_P7,control
48838,healthy_CM,control_P7,control
48839,healthy_CM,control_P7,control
48840,Myofib,control_P7,control
48841,Fib_SCARA5,control_P7,control
48842,healthy_CM,control_P7,control
48843,intermediate_CM,control_P7,control
48844,damaged_CM,control_P7,control
48845,SPP1_Macrophages,control_P7,control
