Gene stable ID,HGNC ID,HGNC symbol,Gene name,Chromosome/scaffold name
ENSG00000237801,HGNC:460,AMD1P2,AMD1P2,X
ENSG00000237040,HGNC:38719,DPH3P2,DPH3P2,X
ENSG00000124333,HGNC:11486,VAMP7,VAMP7,X
ENSG00000228410,HGNC:38160,ELOCP24,ELOCP24,X
ENSG00000223484,HGNC:23270,TRPC6P1,TRPC6P1,X
ENSG00000270726,,,,X
ENSG00000185203,HGNC:38513,WASIR1,WASIR1,X
ENSG00000227159,HGNC:37115,DDX11L16,DDX11L16,X
ENSG00000102076,HGNC:9936,OPN1LW,OPN1LW,X
ENSG00000277008,HGNC:33357,TEX28P2,TEX28P2,X
ENSG00000268221,HGNC:4206,OPN1MW,OPN1MW,X
ENSG00000274962,HGNC:33356,TEX28P1,TEX28P1,X
ENSG00000277009,HGNC:55924,TEX28P3,TEX28P3,X
ENSG00000007350,HGNC:11835,TKTL1,TKTL1,X
ENSG00000231830,,,,X
ENSG00000285018,,,,X
ENSG00000207165,HGNC:10231,SNORA70,SNORA70,X
ENSG00000071859,HGNC:18786,FAM50A,FAM50A,X
ENSG00000276350,HGNC:50250,MIR6858,MIR6858,X
ENSG00000130827,HGNC:9101,PLXNA3,PLXNA3,X
ENSG00000102178,HGNC:12505,UBL4A,UBL4A,X
ENSG00000126903,HGNC:22979,SLC10A3,SLC10A3,X
ENSG00000264484,HGNC:46713,RN7SL697P,RN7SL697P,X
ENSG00000279245,HGNC:30612,FAM223A,FAM223A,X
ENSG00000273041,HGNC:34025,ATF4P2,ATF4P2,X
ENSG00000232155,,,,X
ENSG00000228464,,,,X
ENSG00000231388,HGNC:54909,FMN2P1,FMN2P1,X
ENSG00000236160,,,,X
ENSG00000216938,HGNC:49214,RPL7P58,RPL7P58,X
ENSG00000236683,HGNC:13321,HMGA1P1,HMGA1P1,X
ENSG00000252491,HGNC:48484,RNU1-142P,RNU1-142P,X
ENSG00000283446,,,,X
ENSG00000276391,,,,X
ENSG00000235461,,,,X
ENSG00000147180,HGNC:13128,ZNF711,ZNF711,X
ENSG00000230668,,,,X
ENSG00000226280,,,,X
ENSG00000233710,,,,X
ENSG00000234201,HGNC:51428,BMI1P1,BMI1P1,X
ENSG00000123570,HGNC:14090,RAB9B,RAB9B,X
ENSG00000222419,HGNC:43411,RNA5SP511,RNA5SP511,X
ENSG00000231787,HGNC:54446,H2BP9,H2BP9,X
ENSG00000276298,,,,X
ENSG00000234345,HGNC:33539,ELF2P1,ELF2P1,X
ENSG00000158427,HGNC:28612,TMSB15B,TMSB15B,X
ENSG00000230312,HGNC:55040,SLC25A53P1,SLC25A53P1,X
ENSG00000227067,HGNC:32345,DPPA3P1,DPPA3P1,X
ENSG00000235946,HGNC:44390,H2BW3P,H2BW3P,X
ENSG00000282840,,,,X
ENSG00000223418,HGNC:54893,LIMK2P1,LIMK2P1,X
ENSG00000005302,HGNC:7370,MSL3,MSL3,X
ENSG00000206792,,,Y_RNA,X
ENSG00000206795,,,Y_RNA,X
ENSG00000223487,HGNC:41222,FRMPD4-AS1,FRMPD4-AS1,X
ENSG00000231211,HGNC:37009,RPL17P49,RPL17P49,X
ENSG00000273800,,,,X
ENSG00000271814,HGNC:46014,RN7SKP290,RN7SKP290,X
ENSG00000229083,HGNC:39607,PSMA6P2,PSMA6P2,X
ENSG00000230691,HGNC:29707,MRPL35P4,MRPL35P4,X
ENSG00000196664,HGNC:15631,TLR7,TLR7,X
ENSG00000233338,HGNC:40720,TLR8-AS1,TLR8-AS1,X
ENSG00000250084,,,,X
ENSG00000278358,,,,X
ENSG00000278160,,,,X
ENSG00000275643,HGNC:39699,RBM22P6,RBM22P6,X
ENSG00000204379,HGNC:4111,XAGE1A,XAGE1A,X
ENSG00000223395,HGNC:39700,RBM22P7,RBM22P7,X
ENSG00000277289,,,,X
ENSG00000227058,,,,X
ENSG00000231593,,,,X
ENSG00000228771,,,,X
ENSG00000185319,HGNC:30641,SSXP4,SSXP4,X
ENSG00000197185,HGNC:30637,SSXP1,SSXP1,X
ENSG00000234792,,,,X
ENSG00000187754,HGNC:19653,SSX7,SSX7,X
ENSG00000228354,,,,X
ENSG00000222608,HGNC:43404,RNA5SP504,RNA5SP504,X
ENSG00000225508,HGNC:30642,SSXP5,SSXP5,X
ENSG00000237275,HGNC:54961,S100A11P10,S100A11P10,X
ENSG00000223958,,,,X
ENSG00000225397,,,,X
ENSG00000229826,,,,X
ENSG00000269281,HGNC:54957,S100A11P8,S100A11P8,X
ENSG00000226867,,,,X
ENSG00000204363,HGNC:33178,SPANXN5,SPANXN5,X
ENSG00000229885,,,,X
ENSG00000196395,,,,X
ENSG00000224781,HGNC:45101,EIF4A2P4,EIF4A2P4,X
ENSG00000220541,HGNC:31356,PPIHP2,PPIHP2,X
ENSG00000270524,HGNC:39179,QTRT1P1,QTRT1P1,X
ENSG00000201674,,,U3,X
ENSG00000207220,HGNC:48399,RNU1-57P,RNU1-57P,X
ENSG00000240327,HGNC:46109,RN7SL93P,RN7SL93P,X
ENSG00000212611,,,SNORD30,X
ENSG00000241743,HGNC:45056,XACT,XACT,X
ENSG00000211578,HGNC:33139,MIR766,MIR766,X
ENSG00000214321,HGNC:38658,CBX1P4,CBX1P4,X
ENSG00000238764,,,,X
ENSG00000265465,HGNC:41592,MIR4768,MIR4768,X
ENSG00000235834,,,,X
ENSG00000230020,HGNC:40403,NHS-AS1,NHS-AS1,X
ENSG00000226153,HGNC:54897,CHP1P3,CHP1P3,X
ENSG00000047634,HGNC:10580,SCML1,SCML1,X
ENSG00000227873,HGNC:55500,FAM136GP,FAM136GP,X
ENSG00000277150,HGNC:31850,F8A3,F8A3,X
ENSG00000184388,HGNC:31852,PABPC1L2B,PABPC1L2B,X
ENSG00000175718,HGNC:26859,RBMXL3,RBMXL3,X
ENSG00000268447,HGNC:22263,SSX2B,SSX2B,X
ENSG00000147036,HGNC:24767,LANCL3,LANCL3,X
ENSG00000275520,HGNC:44268,FAM236A,FAM236A,X
ENSG00000283463,HGNC:52398,HSFX4,HSFX4,X
ENSG00000063587,HGNC:13069,ZNF275,ZNF275,X
ENSG00000147117,HGNC:12942,ZNF157,ZNF157,X
ENSG00000179222,HGNC:6813,MAGED1,MAGED1,X
ENSG00000130021,HGNC:16818,PUDP,PUDP,X
ENSG00000130054,HGNC:30701,NALF2,NALF2,X
ENSG00000268629,HGNC:11735,TEX13A,TEX13A,X
ENSG00000235961,HGNC:28248,PNMA6A,PNMA6A,X
ENSG00000188153,HGNC:2207,COL4A5,COL4A5,X
ENSG00000134594,HGNC:9773,RAB33A,RAB33A,X
ENSG00000056277,HGNC:25955,ZNF280C,ZNF280C,X
ENSG00000156709,HGNC:8768,AIFM1,AIFM1,X
ENSG00000223714,HGNC:53966,LINC02601,LINC02601,X
ENSG00000199564,HGNC:43402,RNA5SP502,RNA5SP502,X
ENSG00000238426,,,Y_RNA,X
ENSG00000226641,HGNC:54937,SHISA5P1,SHISA5P1,X
ENSG00000264573,HGNC:46031,RN7SL15P,RN7SL15P,X
ENSG00000225238,HGNC:54938,GEMIN7P1,GEMIN7P1,X
ENSG00000233033,HGNC:40126,CASK-AS1,CASK-AS1,X
ENSG00000212207,HGNC:48284,RNU6-1321P,RNU6-1321P,X
ENSG00000217624,HGNC:54939,YWHAZP10,YWHAZP10,X
ENSG00000242559,HGNC:46160,RN7SL144P,RN7SL144P,X
ENSG00000171657,HGNC:4533,GPR82,GPR82,X
ENSG00000229822,HGNC:35800,RPS15AP39,RPS15AP39,X
ENSG00000237875,,,,X
ENSG00000251807,HGNC:47165,RNU6-202P,RNU6-202P,X
ENSG00000233103,,,,X
ENSG00000237106,HGNC:31071,FABP5P15,FABP5P15,X
ENSG00000200906,HGNC:47817,RNU6-854P,RNU6-854P,X
ENSG00000263410,HGNC:46476,RN7SL460P,RN7SL460P,X
ENSG00000131174,HGNC:2291,COX7B,COX7B,X
ENSG00000234391,,,,X
ENSG00000227302,HGNC:30645,SSXP9,SSXP9,X
ENSG00000230100,,,,X
ENSG00000270747,HGNC:54958,S100A11P9,S100A11P9,X
ENSG00000165584,HGNC:11337,SSX3,SSX3,X
ENSG00000225055,,,,X
ENSG00000234448,,,,X
ENSG00000268009,HGNC:11338,SSX4,SSX4,X
ENSG00000231603,,,,X
ENSG00000231489,,,,X
ENSG00000235350,,,,X
ENSG00000226971,,,,X
ENSG00000068438,HGNC:13254,FTSJ1,FTSJ1,X
ENSG00000224292,HGNC:55859,PORCN-DT,PORCN-DT,X
ENSG00000147155,HGNC:3133,EBP,EBP,X
ENSG00000286268,,,,X
ENSG00000276823,,,Metazoa_SRP,X
ENSG00000202469,,,Y_RNA,X
ENSG00000227042,,,,X
ENSG00000207202,HGNC:47763,RNU6-800P,RNU6-800P,X
ENSG00000102048,HGNC:17184,ASB9,ASB9,X
ENSG00000165192,HGNC:17186,ASB11,ASB11,X
ENSG00000165195,HGNC:8957,PIGA,PIGA,X
ENSG00000165197,HGNC:3708,VEGFD,VEGFD,X
ENSG00000073464,HGNC:2022,CLCN4,CLCN4,X
ENSG00000234019,,,,X
ENSG00000235224,,,,X
ENSG00000231340,HGNC:155,ACTG1P10,ACTG1P10,X
ENSG00000227329,,,,X
ENSG00000276575,HGNC:50210,MIR6895,MIR6895,X
ENSG00000277474,HGNC:49938,MIR6894,MIR6894,X
ENSG00000235262,HGNC:41384,KDM5C-IT1,KDM5C-IT1,X
ENSG00000226299,HGNC:35583,RPSAP62,RPSAP62,X
ENSG00000207408,,,Y_RNA,X
ENSG00000236571,,,,X
ENSG00000234413,HGNC:54962,MPV17L2P1,MPV17L2P1,X
ENSG00000278204,HGNC:50263,MIR6857,MIR6857,X
ENSG00000158423,HGNC:26537,RIBC1,RIBC1,X
ENSG00000233250,,,,X
ENSG00000235416,HGNC:54963,TIPINP1,TIPINP1,X
ENSG00000199422,HGNC:23027,VTRNA3-1P,VTRNA3-1P,X
ENSG00000224942,HGNC:55143,EEDP1,EEDP1,X
ENSG00000275268,,,U7,X
ENSG00000225758,HGNC:35647,RPS17P17,RPS17P17,X
ENSG00000134595,HGNC:11199,SOX3,SOX3,X
ENSG00000130829,HGNC:3076,DUSP9,DUSP9,X
ENSG00000237793,HGNC:36288,RPL18AP16,RPL18AP16,X
ENSG00000244335,HGNC:46703,RN7SL687P,RN7SL687P,X
ENSG00000130822,HGNC:13415,PNCK,PNCK,X
ENSG00000185825,HGNC:16695,BCAP31,BCAP31,X
ENSG00000101986,HGNC:61,ABCD1,ABCD1,X
ENSG00000232725,HGNC:40454,PLXNB3-AS1,PLXNB3-AS1,X
ENSG00000198753,HGNC:9105,PLXNB3,PLXNB3,X
ENSG00000184343,HGNC:11402,SRPK3,SRPK3,X
ENSG00000180879,HGNC:11326,SSR4,SSR4,X
ENSG00000184844,HGNC:24419,CYCSP45,CYCSP45,X
ENSG00000198910,HGNC:6470,L1CAM,L1CAM,X
ENSG00000284987,,,,X
ENSG00000273769,HGNC:55247,L1CAM-AS1,L1CAM-AS1,X
ENSG00000102032,HGNC:9959,RENBP,RENBP,X
ENSG00000172534,HGNC:4839,HCFC1,HCFC1,X
ENSG00000235802,HGNC:40273,HCFC1-AS1,HCFC1-AS1,X
ENSG00000177854,HGNC:13705,TMEM187,TMEM187,X
ENSG00000265176,HGNC:38224,MIR3202-1,MIR3202-1,X
ENSG00000283694,HGNC:38228,MIR3202-2,MIR3202-2,X
ENSG00000284286,HGNC:37317,MIR718,MIR718,X
ENSG00000202024,HGNC:47897,RNU6-934P,RNU6-934P,X
ENSG00000270813,HGNC:42160,NANOGNBP3,NANOGNBP3,X
ENSG00000183911,HGNC:35865,RPL21P132,RPL21P132,X
ENSG00000126953,HGNC:11817,TIMM8A,TIMM8A,X
ENSG00000241343,HGNC:10359,RPL36A,RPL36A,X
ENSG00000257529,HGNC:48349,RPL36A-HNRNPH2,RPL36A-HNRNPH2,X
ENSG00000126945,HGNC:5042,HNRNPH2,HNRNPH2,X
ENSG00000234557,HGNC:53714,PPIAP90,PPIAP90,X
ENSG00000262919,HGNC:28434,CCNQ,CCNQ,X
ENSG00000260081,HGNC:55909,MRFAP1P1,MRFAP1P1,X
ENSG00000217889,HGNC:33418,KRT18P48,KRT18P48,X
ENSG00000130821,HGNC:11055,SLC6A8,SLC6A8,X
ENSG00000229324,HGNC:50458,NUTF2P7,NUTF2P7,X
ENSG00000212605,HGNC:48398,RNU1-56P,RNU1-56P,X
ENSG00000227536,HGNC:44600,SOCS5P4,SOCS5P4,X
ENSG00000147164,HGNC:14976,SNX12,SNX12,X
ENSG00000184481,HGNC:7139,FOXO4,FOXO4,X
ENSG00000204165,HGNC:33713,CXorf65,CXorf65,X
ENSG00000285171,,,,X
ENSG00000169562,HGNC:4283,GJB1,GJB1,X
ENSG00000271886,HGNC:31649,MIR98,MIR98,X
ENSG00000208012,HGNC:31484,MIRLET7F2,MIRLET7F2,X
ENSG00000131263,HGNC:13429,RLIM,RLIM,X
ENSG00000230673,HGNC:8560,PABPC1P3,PABPC1P3,X
ENSG00000199885,HGNC:47293,RNU6-330P,RNU6-330P,X
ENSG00000271589,,,,X
ENSG00000050030,HGNC:29433,NEXMIF,NEXMIF,X
ENSG00000214016,HGNC:36760,RPSAP61,RPSAP61,X
ENSG00000242065,HGNC:46307,RN7SL291P,RN7SL291P,X
ENSG00000189037,HGNC:20476,DUSP21,DUSP21,X
ENSG00000147113,HGNC:25866,DIPK2B,DIPK2B,X
ENSG00000283599,,,,X
ENSG00000230934,,,,X
ENSG00000281852,HGNC:48577,LINC00891,LINC00891,X
ENSG00000237182,,,,X
ENSG00000237717,,,,X
ENSG00000224617,,,,X
ENSG00000229030,,,,X
ENSG00000230162,HGNC:51336,CT45A11P,CT45A11P,X
ENSG00000219930,HGNC:4145,GAPDHP67,GAPDHP67,X
ENSG00000231513,HGNC:51452,E2F6P4,E2F6P4,X
ENSG00000239080,,,,X
ENSG00000214720,HGNC:33419,KRT18P49,KRT18P49,X
ENSG00000227610,HGNC:41239,FRMPD3-AS1,FRMPD3-AS1,X
ENSG00000147224,HGNC:9462,PRPS1,PRPS1,X
ENSG00000169083,HGNC:644,AR,AR,X
ENSG00000165194,HGNC:14270,PCDH19,PCDH19,X
ENSG00000130385,HGNC:1068,BMP15,BMP15,X
ENSG00000275113,HGNC:31960,GAGE2E,GAGE2E,X
ENSG00000236737,HGNC:26779,GAGE12B,GAGE12B,X
ENSG00000213856,HGNC:12670,VDAC1P2,VDAC1P2,X
ENSG00000227391,HGNC:10525,SALL1P1,SALL1P1,X
ENSG00000068985,HGNC:4107,PAGE1,PAGE1,X
ENSG00000101951,HGNC:4108,PAGE4,PAGE4,X
ENSG00000252454,HGNC:37308,MIR2114,MIR2114,X
ENSG00000234825,HGNC:45184,XRCC6P2,XRCC6P2,X
ENSG00000271339,,,,X
ENSG00000231164,HGNC:35588,RPL7P56,RPL7P56,X
ENSG00000225125,HGNC:39859,RANP4,RANP4,X
ENSG00000232611,,,,X
ENSG00000225400,HGNC:51547,RAB28P5,RAB28P5,X
ENSG00000147274,HGNC:9910,RBMX,RBMX,X
ENSG00000232379,HGNC:53759,RPL22P23,RPL22P23,X
ENSG00000237307,HGNC:38164,SRRM1P3,SRRM1P3,X
ENSG00000165370,HGNC:14963,GPR101,GPR101,X
ENSG00000224031,HGNC:41191,TCEAL3-AS1,TCEAL3-AS1,X
ENSG00000172465,HGNC:11616,TCEAL1,TCEAL1,X
ENSG00000180284,HGNC:55037,CNEP1R1P1,CNEP1R1P1,X
ENSG00000123562,HGNC:16849,MORF4L2,MORF4L2,X
ENSG00000231154,HGNC:27991,MORF4L2-AS1,MORF4L2-AS1,X
ENSG00000179363,HGNC:28601,TMEM31,TMEM31,X
ENSG00000269743,HGNC:31894,SLC25A53,SLC25A53,X
ENSG00000102007,HGNC:9087,PLP2,PLP2,X
ENSG00000012211,HGNC:6645,PRICKLE3,PRICKLE3,X
ENSG00000237341,HGNC:40571,SYP-AS1,SYP-AS1,X
ENSG00000102001,HGNC:1393,CACNA1F,CACNA1F,X
ENSG00000230216,HGNC:5252,HSPB1P2,HSPB1P2,X
ENSG00000101997,HGNC:28909,CCDC22,CCDC22,X
ENSG00000049769,HGNC:14944,PPP1R3F,PPP1R3F,X
ENSG00000270012,,,,X
ENSG00000286031,,,,X
ENSG00000147118,HGNC:13001,ZNF182,ZNF182,X
ENSG00000221994,HGNC:28855,ZNF630,ZNF630,X
ENSG00000277541,HGNC:41215,ZNF630-AS1,ZNF630-AS1,X
ENSG00000230241,,,,X
ENSG00000233139,,,,X
ENSG00000201517,HGNC:47670,RNU6-707P,RNU6-707P,X
ENSG00000225198,HGNC:30640,SSXP3,SSXP3,X
ENSG00000238032,HGNC:54954,S100A11P5,S100A11P5,X
ENSG00000234780,,,,X
ENSG00000252856,HGNC:43403,RNA5SP503,RNA5SP503,X
ENSG00000204368,,,,X
ENSG00000231568,HGNC:54956,S100A11P7,S100A11P7,X
ENSG00000229662,,,,X
ENSG00000232813,HGNC:54955,S100A11P6,S100A11P6,X
ENSG00000241207,,,,X
ENSG00000237345,,,,X
ENSG00000184788,HGNC:27992,SATL1,SATL1,X
ENSG00000188021,HGNC:12509,UBQLN2,UBQLN2,X
ENSG00000185985,HGNC:13449,SLITRK2,SLITRK2,X
ENSG00000130962,HGNC:9469,PRRG1,PRRG1,X
ENSG00000101911,HGNC:9465,PRPS2,PRPS2,X
ENSG00000085224,HGNC:886,ATRX,ATRX,X
ENSG00000083750,HGNC:19901,RRAGB,RRAGB,X
ENSG00000101842,HGNC:28675,VSIG1,VSIG1,X
ENSG00000156298,HGNC:11854,TSPAN7,TSPAN7,X
ENSG00000126759,HGNC:8864,CFP,CFP,X
ENSG00000215301,HGNC:2745,DDX3X,DDX3X,X
ENSG00000000005,HGNC:17757,TNMD,TNMD,X
ENSG00000000003,HGNC:11858,TSPAN6,TSPAN6,X
ENSG00000223819,HGNC:53713,PPIAP89,PPIAP89,X
ENSG00000238116,HGNC:55032,RAD21P1,RAD21P1,X
ENSG00000275320,,,,X
ENSG00000202231,,,,X
ENSG00000224799,,,,X
ENSG00000237708,HGNC:54967,SPIN2P1,SPIN2P1,X
ENSG00000222303,HGNC:47898,RNU6-935P,RNU6-935P,X
ENSG00000221930,HGNC:30886,DENND10P1,DENND10P1,X
ENSG00000287160,,,,X
ENSG00000271677,,,,X
ENSG00000238188,HGNC:55130,SPRING1P2,SPRING1P2,X
ENSG00000228659,HGNC:49632,LINC01201,LINC01201,X
ENSG00000147256,HGNC:26388,ARHGAP36,ARHGAP36,X
ENSG00000241198,HGNC:46207,RN7SL191P,RN7SL191P,X
ENSG00000269405,HGNC:8072,NXF2,NXF2,X
ENSG00000273746,,,,X
ENSG00000231590,,,,X
ENSG00000158164,HGNC:30744,TMSB15A,TMSB15A,X
ENSG00000271005,HGNC:50463,CTHRC1P1,CTHRC1P1,X
ENSG00000102010,HGNC:1079,BMX,BMX,X
ENSG00000285602,,,,X
ENSG00000225833,,,GS1-594A7.3,X
ENSG00000237539,,,,X
ENSG00000169239,HGNC:1378,CA5B,CA5B,X
ENSG00000279413,,,,X
ENSG00000200620,,,,X
ENSG00000281371,HGNC:6061,INE2,INE2,X
ENSG00000182287,HGNC:560,AP1S2,AP1S2,X
ENSG00000200566,HGNC:42524,RNU5F-7P,RNU5F-7P,X
ENSG00000226536,HGNC:42934,SETP15,SETP15,X
ENSG00000169188,HGNC:17889,APEX2,APEX2,X
ENSG00000158578,HGNC:397,ALAS2,ALAS2,X
ENSG00000278283,,,,X
ENSG00000234466,HGNC:54965,HDGFL3P1,HDGFL3P1,X
ENSG00000238269,HGNC:31805,PAGE2B,PAGE2B,X
ENSG00000234068,HGNC:31804,PAGE2,PAGE2,X
ENSG00000278319,,,,X
ENSG00000276929,,,,X
ENSG00000186678,,,,X
ENSG00000229760,HGNC:52117,MTCO1P52,MTCO1P52,X
ENSG00000231947,HGNC:42125,MTND2P24,MTND2P24,X
ENSG00000238047,HGNC:42079,MTND1P30,MTND1P30,X
ENSG00000196924,HGNC:3754,FLNA,FLNA,X
ENSG00000147003,HGNC:29437,CLTRN,CLTRN,X
ENSG00000147403,HGNC:10298,RPL10,RPL10,X
ENSG00000072501,HGNC:11111,SMC1A,SMC1A,X
ENSG00000198689,HGNC:11079,SLC9A6,SLC9A6,X
ENSG00000283775,HGNC:38290,MIR4329,MIR4329,X
ENSG00000243011,HGNC:46282,RN7SL266P,RN7SL266P,X
ENSG00000273773,,,,X
ENSG00000213338,HGNC:789,ATF4P1,ATF4P1,X
ENSG00000272681,HGNC:34048,FAM223B,FAM223B,X
ENSG00000275882,HGNC:24455,IKBKGP1,IKBKGP1,X
ENSG00000226141,,,,X
ENSG00000237619,HGNC:14839,OR3B1P,OR3B1P,X
ENSG00000235806,,,,X
ENSG00000287729,,,,X
ENSG00000238123,HGNC:40932,MID1IP1-AS1,MID1IP1-AS1,X
ENSG00000228089,HGNC:49628,PNKDP1,PNKDP1,X
ENSG00000235190,,,,X
ENSG00000200587,HGNC:43414,RNA5SP514,RNA5SP514,X
ENSG00000134602,HGNC:18174,STK26,STK26,X
ENSG00000228819,HGNC:55132,AGKP2,AGKP2,X
ENSG00000123728,HGNC:21165,RAP2C,RAP2C,X
ENSG00000123560,HGNC:9086,PLP1,PLP1,X
ENSG00000228158,HGNC:39438,TLE1P1,TLE1P1,X
ENSG00000227534,HGNC:54978,AP1M2P1,AP1M2P1,X
ENSG00000227942,HGNC:24690,FRMD8P1,FRMD8P1,X
ENSG00000147140,HGNC:7871,NONO,NONO,X
ENSG00000120280,HGNC:25667,TASL,TASL,X
ENSG00000178556,HGNC:24608,CKS1BP6,CKS1BP6,X
ENSG00000232368,HGNC:4001,FTLP2,FTLP2,X
ENSG00000229331,HGNC:41339,GK-IT1,GK-IT1,X
ENSG00000241886,,,,X
ENSG00000243055,HGNC:40255,GK-AS1,GK-AS1,X
ENSG00000277876,,,,X
ENSG00000231542,HGNC:20176,TAB3-AS1,TAB3-AS1,X
ENSG00000235512,HGNC:40013,TAB3-AS2,TAB3-AS2,X
ENSG00000102230,HGNC:8755,PCYT1B,PCYT1B,X
ENSG00000226222,HGNC:54444,H2BP7,H2BP7,X
ENSG00000236836,HGNC:40431,PCYT1B-AS1,PCYT1B-AS1,X
ENSG00000236487,,,,X
ENSG00000101868,HGNC:9173,POLA1,POLA1,X
ENSG00000251869,HGNC:32581,SCARNA23,SCARNA23,X
ENSG00000232472,HGNC:3210,EEF1B2P3,EEF1B2P3,X
ENSG00000004848,HGNC:18060,ARX,ARX,X
ENSG00000214111,HGNC:54905,PAFAH1B2P1,PAFAH1B2P1,X
ENSG00000240439,HGNC:46107,RN7SL91P,RN7SL91P,X
ENSG00000182484,HGNC:31685,WASH6P,WASH6P,X
ENSG00000234230,HGNC:40617,ZFX-AS1,ZFX-AS1,X
ENSG00000225071,HGNC:36571,RPS26P58,RPS26P58,X
ENSG00000131089,HGNC:14561,ARHGEF9,ARHGEF9,X
ENSG00000231729,HGNC:41401,ARHGEF9-IT1,ARHGEF9-IT1,X
ENSG00000288661,,,,X
ENSG00000236813,HGNC:38572,BTF3P8,BTF3P8,X
ENSG00000222532,HGNC:35250,MIR1468,MIR1468,X
ENSG00000166707,HGNC:32459,ZCCHC18,ZCCHC18,X
ENSG00000158639,HGNC:29992,PAGE5,PAGE5,X
ENSG00000181191,HGNC:16648,PJA1,PJA1,X
ENSG00000102387,HGNC:11548,TAF7L,TAF7L,X
ENSG00000165359,HGNC:27334,INTS6L,INTS6L,X
ENSG00000005889,HGNC:12869,ZFX,ZFX,X
ENSG00000126752,HGNC:11335,SSX1,SSX1,X
ENSG00000197779,HGNC:13156,ZNF81,ZNF81,X
ENSG00000080561,HGNC:7096,MID2,MID2,X
ENSG00000120498,HGNC:11733,TEX11,TEX11,X
ENSG00000147138,HGNC:30245,GPR174,GPR174,X
ENSG00000125354,HGNC:15848,SEPTIN6,SEPTIN6,X
ENSG00000022267,HGNC:3702,FHL1,FHL1,X
ENSG00000124313,HGNC:29059,IQSEC2,IQSEC2,X
ENSG00000131269,HGNC:48,ABCB7,ABCB7,X
ENSG00000266828,HGNC:46728,RN7SL712P,RN7SL712P,X
ENSG00000231371,HGNC:33496,AKR1B1P8,AKR1B1P8,X
ENSG00000234558,HGNC:595,API5P1,API5P1,X
ENSG00000180772,HGNC:338,AGTR2,AGTR2,X
ENSG00000188706,HGNC:18475,ZDHHC9,ZDHHC9,X
ENSG00000235189,,,,X
ENSG00000238040,HGNC:39819,SALL4P2,SALL4P2,X
ENSG00000156697,HGNC:10665,UTP14A,UTP14A,X
ENSG00000085185,HGNC:25657,BCORL1,BCORL1,X
ENSG00000288680,,,,X
ENSG00000207146,,,Y_RNA,X
ENSG00000133124,HGNC:6128,IRS4,IRS4,X
ENSG00000237863,HGNC:55650,IRS4-AS1,IRS4-AS1,X
ENSG00000279894,,,,X
ENSG00000196507,HGNC:28247,TCEAL3,TCEAL3,X
ENSG00000288597,,,,X
ENSG00000123575,HGNC:25195,FAM199X,FAM199X,X
ENSG00000123576,HGNC:14865,ESX1,ESX1,X
ENSG00000182378,HGNC:23148,PLCXD1,PLCXD1,X
ENSG00000268651,HGNC:24198,CTAG1A,CTAG1A,X
ENSG00000171388,HGNC:16665,APLN,APLN,X
ENSG00000287024,,,,X
ENSG00000122121,HGNC:12823,XPNPEP2,XPNPEP2,X
ENSG00000122122,HGNC:15975,SASH3,SASH3,X
ENSG00000240143,,,,X
ENSG00000275070,,,Metazoa_SRP,X
ENSG00000078061,HGNC:646,ARAF,ARAF,X
ENSG00000230781,,,,X
ENSG00000101938,HGNC:29861,CHRDL1,CHRDL1,X
ENSG00000077264,HGNC:8592,PAK3,PAK3,X
ENSG00000226112,HGNC:44616,FCF1P4,FCF1P4,X
ENSG00000234349,HGNC:37696,GLUD1P9,GLUD1P9,X
ENSG00000077274,HGNC:1483,CAPN6,CAPN6,X
ENSG00000251954,HGNC:47459,RNU6-496P,RNU6-496P,X
ENSG00000223904,HGNC:13317,HMGB1P12,HMGB1P12,X
ENSG00000229939,,,,X
ENSG00000225031,HGNC:37940,EIF4BP7,EIF4BP7,X
ENSG00000102359,HGNC:30668,SRPX2,SRPX2,X
ENSG00000101892,HGNC:808,ATP1B4,ATP1B4,X
ENSG00000005893,HGNC:6501,LAMP2,LAMP2,X
ENSG00000251707,HGNC:34133,RNU7-37P,RNU7-37P,X
ENSG00000232119,HGNC:23357,MCTS1,MCTS1,X
ENSG00000171155,HGNC:24338,C1GALT1C1,C1GALT1C1,X
ENSG00000278317,HGNC:54474,H3P46,H3P46,X
ENSG00000181511,HGNC:55062,GLRX5P1,GLRX5P1,X
ENSG00000158290,HGNC:2555,CUL4B,CUL4B,X
ENSG00000238200,HGNC:51243,MGAT2P2,MGAT2P2,X
ENSG00000269096,HGNC:33268,CT45A3,CT45A3,X
ENSG00000278289,HGNC:33271,CT45A6,CT45A6,X
ENSG00000271449,HGNC:28400,CT45A2,CT45A2,X
ENSG00000278085,HGNC:51261,CT45A8,CT45A8,X
ENSG00000270946,HGNC:51262,CT45A9,CT45A9,X
ENSG00000207633,HGNC:32140,MIR505,MIR505,X
ENSG00000203933,HGNC:33743,CXorf66,CXorf66,X
ENSG00000233145,,,,X
ENSG00000214653,HGNC:39772,HNRNPA3P3,HNRNPA3P3,X
ENSG00000241248,HGNC:46743,RN7SL727P,RN7SL727P,X
ENSG00000077279,HGNC:2714,DCX,DCX,X
ENSG00000046653,HGNC:4461,GPM6B,GPM6B,X
ENSG00000233535,,,,X
ENSG00000212663,,,,X
ENSG00000046647,HGNC:26044,GEMIN8,GEMIN8,X
ENSG00000157600,HGNC:26217,TMEM164,TMEM164,X
